Image,MLS#,Address,City,Status,Status Timestamp,Prop Type,Acres,SQFT Total,SQFTAbvGr,Rooms,Beds,Baths,Garage/Park,Built,DOM,Association Amenities,Assessed Value,Driveway Type,Price,Property Tax,Zoning,Handicap Features,Energy Features,HOA Fee Amount,HOA YN,HOA Fee Frequency,Bank Owned or Controlled Property YN,High School,Elementary School,Nearby Amenities,Swimming Pool YN,Direct Waterfront YN,Waterfront Description,Price Change Timestamp,Cooling,Heat Type,Heat Fuel Type,Intermediate School,Exterior Features,Middle Jr High School,Pool Description,Estimated Annual Heat Co,Photo
https://smartmls-assets.cdn-connectmls.com/pics/10E35A34C6C10A08E0631401100A80F5/HD_1707431452169_170623618_1.JPEG,170623618,"70  Perry St. , Unit# 136",Putnam,ACTV,04/05/2024,CO,,1588,1588,6,3,2/0,"1 Car Garage, 3 Total Spaces, Attached Garage, Driveway",1989,46,"Club House, Guest Parking",109600,,299000,3484,R-10,,"Storm Doors, Thermopane Windows",310,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,04/05/2024,Heat Pump,Heat Pump,Electric,Per Board of Ed,"Underground Utilities, Sidewalk, Deck, Gutters, French Doors",,,,
https://smartmls-assets.cdn-connectmls.com/pics/0F16CC60B33131D2E063D501100A0998/HD_1705437380035_170618992_1.JPEG,170618992,"46  Esquire Dr. , Unit# D",Manchester,ACTV,01/16/2024,CO,,1464,1464,5,3,2/1,"1 Car Garage, 1 Total Spaces, Detached Garage",1973,83,Pool,114800,,240000,4271,Res A,,Storm Windows,374,Yes,Monthly,No,Manchester,Per Board of Ed,"Basketball Court, Commuter Bus, Library, Medical Facilities, Public Pool, Public Rec Facilities, Public Transportation",Yes,No,Not Applicable,,Central Air,Baseboard,Natural Gas,,Lighting,,"Pool House, In Ground Pool",,
https://smartmls-assets.cdn-connectmls.com/pics/0FC5B7367F0E4A5DE063D501100AAD3F/HD_1706199372596_170620067_1.JPEG,170620067,"1633  Washington Blvd. , Unit# 3D",Stamford,ACTV - UA,01/25/2024,CO,,1315,1315,4,2,2/0,"1 Car Garage, Attached Garage, Covered Garage, Parking Garage",1982,74,Elevator,222560,,420000,5617,RMF,,,768,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Bocci Court, Golf Course, Paddle Tennis, Park, Public Transportation, Shopping/Mall, Tennis Courts",No,No,Not Applicable,,Central Air,"Heat Pump, Hot Air",Geothermal,,Balcony,,,,
https://smartmls-assets.cdn-connectmls.com/pics/10F6A397E508C976E0631401100AB251/HD_1707505645208_170623495_1.JPEG,170623495,30  Fourth St.,Stamford,ACTV,03/27/2024,CO,,1054,1054,5,2,1/0,"0 Car Garage, 1 Total Spaces, None, Off Street Parking, Assigned Parking",1965,59,,197020,,339000,4973,RMF,,,555,Yes,Monthly,No,Westhill,Stillmeadow,"Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,,03/01/2024,Window Unit,Radiator,Gas In Street,Per Board of Ed,Sidewalk,Dolan,,,
https://smartmls-assets.cdn-connectmls.com/pics/10AA7D75E90404FBE063D501100AEA80/HD_1707194021916_170623039_2.JPEG,170623039,"47  Seaton Rd. , Unit# 3",Stamford,ACTV,02/10/2024,CO,,591,591,3,1,1/0,"0 Car Garage, 1 Total Spaces, None, Parking Lot",1951,58,,132500,,215000,3344,R5,,,378,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Park, Playground/Tot Lot, Public Transportation, Tennis Courts, Walk to Bus Lines",No,No,,02/05/2024,None,Radiator,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/10D069A6350E2E3AE0631401100A0399/HD_1707337187730_170620354_1.JPEG,170620354,"130  Coe Ave. , Unit# 33",East Haven,ACTV,02/24/2024,CO,,529,529,3,1,1/0,"0 Car Garage, Paved, Off Street Parking",1976,61,,53200,,105000,1660,RA-1,,,258,Yes,Monthly,No,Per Board of Ed,Overbrook,"Library, Park, Playground/Tot Lot, Walk to Bus Lines",Yes,No,Walk to Water,02/07/2024,Window Unit,Baseboard,Electric,,"Balcony, Gazebo",,,,
https://smartmls-assets.cdn-connectmls.com/pics/10403483ED15CE2AE063D501100AB94C/HD_1706714181063_170621719_1.JPEG,170621719,"14  Lombard Cir. , Unit# 5",North Haven,ACTV,01/31/2024,CO,,1906,1906,6,3,2/1,"2 Car Garage, Attached Garage",2024,68,,0,,605000,0,Special residential,Raised Toilet,"Home Energy Rating, Extra Insulation, Programmable Thermostat, Thermopane Windows",343,Yes,Monthly,No,North Haven,Per Board of Ed,,No,No,Not Applicable,,Central Air,Heat Pump,Electric,North Haven,"Gutters, Patio, Underground Utilities",PBOE,,,
https://smartmls-assets.cdn-connectmls.com/pics/122D65C43696B75CE063D501100AFC0C/HD_1708845334225_170626527_1.JPEG,170626527,"56  Portland Ave. , Unit# 17",Redding,ACTV,02/26/2024,CO,,1306,1306,4,1,1/1,"1 Car Garage, 2 Total Spaces, Detached Garage, Under House Garage, Paved",1988,42,,258900,,380000,7169,RV,,,255,Yes,Monthly,No,Joel Barlow,Redding,"Basketball Court, Health Club, Library, Paddle Tennis, Shopping/Mall, Tennis Courts",No,No,Not Applicable,02/26/2024,Central Air,Heat Pump,Electric,,Porch,John Read,,,
https://smartmls-assets.cdn-connectmls.com/pics/1276E910BD3675D8E0631401100AB01E/HD_1709148158763_DSC06895.JPEG,24000252,"95 S. Ridge Ln. , Unit# F101",Berlin,ACTV,03/01/2024,CO,,1328,1328,5,2,2/0,"1 Car Garage, Detached Garage",2012,47,,191800,,339900,5670,POR,"32' Minimum Door Widths, Accessible Bath, Hallways 36+ Inches Wide, Hard/Low Nap Floors, Ramps","Energy Star Rated, Fireplace Insert, Programmable Thermostat, Thermopane Windows",350,Yes,Monthly,No,Berlin,Per Board of Ed,,No,No,,,"Ceiling Fans, Central Air","Gas on Gas, Hot Water, Hydro Air",Natural Gas,Per Board of Ed,"Shed, Wrap Around Deck, Deck, Covered Deck, Patio",McGee,,,
https://smartmls-assets.cdn-connectmls.com/pics/11E8512740EFE45BE0631401100A754A/HD_1708548659618_170623863_1.JPEG,170623863,"172  Field Point Rd. , Unit# 1",Greenwich,ACTV,03/23/2024,CO,,2609,2609,9,4,3/1,"1 Car Garage, Attached Garage, Under House Garage, Unit Garage",1985,47,,722680,,1650000,8409,R-6,,,760,Yes,Monthly,No,Greenwich,Julian Curtiss,"Golf Course, Health Club, Library, Medical Facilities, Park, Private School(s), Public Transportation",No,No,Walk to Water,03/23/2024,Central Air,Zoned,Natural Gas,,"Balcony, Deck, Lighting",Central,,,
https://smartmls-assets.cdn-connectmls.com/pics/10B7D5EE225068EBE063D501100A38DB/HD_1707243251750_170622946_1.JPEG,170622946,2  Ogden Ct.,Tolland,ACTV,02/06/2024,CO,,2672,1402,5,2,2/0,"2 Car Garage, Attached Garage",2024,63,,0,,495000,0,PUD,,Thermopane Windows,129,Yes,Monthly,No,Tolland,Per Board of Ed,"Golf Course, Health Club, Lake, Medical Facilities, Park, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,"Gutters, Porch, Underground Utilities",,,,
https://smartmls-assets.cdn-connectmls.com/pics/128B33FEFC6DD0BEE063D501100AB004/HD_e_bd4c90b144d946a7ab1dd7f6728cc652.JPEG,170624502,"95 S. Ridge Ln. , Unit# C104",Berlin,ACTV,02/15/2024,CO,,1328,1328,5,2,2/0,"1 Car Garage, 2 Total Spaces, Detached Garage, Parking Lot, Assigned Parking",2010,53,Guest Parking,189900,,329900,5613,POR,,Thermopane Windows,350,Yes,Monthly,No,Berlin,Per Board of Ed,"Lake, Medical Facilities, Shopping/Mall",No,No,,,Central Air,Hot Air,Natural Gas,,Covered Deck,,,,
https://smartmls-assets.cdn-connectmls.com/pics/111118966A867723E063D501100ADC21/HD_1707668243703_170623430_1.JPEG,170623430,"510  Heritage Vlg. , Unit# B",Southbury,ACTV,03/15/2024,CO,,1398,1398,5,2,2/0,"1 Car Garage, Detached Garage, Paved, Off Street Parking",1971,53,"Bocci Court, Club House, Exercise Room/Health Club, Gardening Area, Guest Parking, Pool, Security Services, Tennis Courts",235320,,419900,5295,R-38,"32' Minimum Door Widths, Lever Door Handles, Lever Faucets","Programmable Thermostat, Thermopane Windows",719,Yes,Monthly,No,Pomperaug,Per Board of Ed,"Basketball Court, Golf Course, Lake, Library, Medical Facilities, Park, Playground/Tot Lot, Shopping/Mall",Yes,No,Not Applicable,03/15/2024,"Ceiling Fans, Central Air","Heat Pump, Zoned",Electric,,Patio,,"In Ground Pool, Heated",,
https://smartmls-assets.cdn-connectmls.com/pics/10A6F280161E3274E063D501100A70E1/HD_1707161986213_170622933_1.JPEG,170622933,"68  Soderman Way. , Unit# 68",Cheshire,ACTV,03/04/2024,CO,,2450,2450,8,3,2/1,"2 Car Garage, Attached Garage, Driveway, Paved",2024,63,Park,9999999,,644900,9999999,RES,,"Energy Star Rated, Home Energy Rating, Programmable Thermostat",275,Yes,Monthly,No,Cheshire,Per Board of Ed,Park,No,No,Not Applicable,03/04/2024,Central Air,"Heat Pump, Zoned",Electric,,"Deck, Underground Sprinkler, Underground Utilities",Dodd,,,
https://smartmls-assets.cdn-connectmls.com/pics/115695D600CEDCECE063D501100AD28D/HD_1707920210589_170624471_1.JPEG,170624471,"130  Coe Ave. , Unit# 1",East Haven,ACTV,03/11/2024,CO,,762,762,4,2,1/0,"0 Car Garage, None",1976,54,,66920,,129000,2088,RA-1,,,290,Yes,Monthly,No,East Haven,Momauguin,,Yes,No,,03/11/2024,Wall Unit,Radiator,Electric,,,Joseph Melillo,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/11FF201AB366E26CE0631401100AFAA8/HD_1708641713051_170623934_3.JPEG,170623934,"29  Putnam Ln. , Unit# 29",Danbury,ACTV - HUB,03/25/2024,CO,,2658,1778,6,2,3/1,"1 Car Garage, Under House Garage",2017,46,"Bocci Court, Club House, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot, Pool, Tennis Courts",406840,,684000,9492,PND,,"Storm Doors, Thermopane Windows",400,Yes,Monthly,No,Danbury,Per Board of Ed,"Golf Course, Health Club, Lake, Library, Medical Facilities, Shopping/Mall",Yes,No,Not Applicable,03/15/2024,Central Air,"Hot Air, Zoned",Natural Gas,Per Board of Ed,,Per Board of Ed,"Indoor Pool, In Ground Pool, Spa, Heated",,
https://smartmls-assets.cdn-connectmls.com/pics/1444A9871FD8F915E063D501100A2955/HD_1711142500875_0_Cover_21_3rd_St_a.JPEG,170626635,"21  3rd St. , Unit# 5B",Waterbury,ACTV,04/03/2024,CO,,764,764,4,2,1/0,"0 Car Garage, None",1984,16,,29610,,100000,1605,RH,,,250,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Health Club, Library, Medical Facilities, Park, Shopping/Mall",No,No,Not Applicable,04/03/2024,Wall Unit,Baseboard,Electric,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/111118966A867723E063D501100ADC21/HD_1707683748612_170624092_1.JPEG,170624092,"6  Fairview Dr. , Unit# 3",Danbury,ACTV,02/11/2024,CO,,670,670,3,1,1/0,"0 Car Garage, On Street Parking",1960,57,,83230,,195000,1942,RM12,,,450,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,,None,Baseboard,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/10DF9B875459401EE0631401100A1134/P_1707408334541_170621746_1.JPEG,170621746,"1  Gold St. , Unit# 26K",Hartford,ACTV,02/04/2024,CO,,1258,1258,4,2,2/0,"2 Car Garage, Under House Garage",1969,64,"Elevator, Guest Parking, Security Services",74051,,329000,5106,DT-2,,,1252,Yes,Monthly,No,Hartford,Per Board of Ed,"Library, Medical Facilities, Park",No,No,Not Applicable,01/30/2024,Central Air,"Hot Air, Steam",Other,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/11D2CBB218908664E063D501100AB9CE/HD_1708462619533_170624926_8.JPEG,170624926,"461  Bank St. , Unit# 801",New London,ACTV,02/20/2024,CO,,1640,1640,5,3,2/0,"1 Car Garage, Under House Garage, Covered Garage, Security",2010,48,"Elevator, Exercise Room/Health Club, Guest Parking, Private Rec Facilities, Pool",287560,,475000,11051,CBD1,,,565,Yes,Monthly,No,New London,Per Board of Ed,"Commuter Bus, Library, Medical Facilities, Park, Public Transportation",Yes,No,"View, Walk to Water",,"Ceiling Fans, Central Air",Radiant,Natural Gas,,"Awnings, Balcony, Cabana, Covered Deck, Grill",,"Indoor Pool, Heated, Concrete",,
https://smartmls-assets.cdn-connectmls.com/pics/1309C540A0E75DB4E063D501100AE309/HD_1709789811722_01_54_W_North_St_24.JPEG,24002047,"54 W. North St. , Unit# 201",Stamford,ACTV,03/07/2024,CP,,990,990,5,2,1/0,"0 Car Garage, None",1960,33,,,,237000,,CN,,,753,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Health Club, Library, Medical Facilities, Playground/Tot Lot, Public Transportation, Shopping/Mall, Tennis Courts",No,No,,,Ceiling Fans,Radiant,"Natural Gas, Other",Per Board of Ed,,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/128B33FEFC6DD0BEE063D501100AB004/HD_1709254590024_IMG_4391.JPEG,170625248,"509  Burnside Ave. , Unit# C9",East Hartford,ACTV,02/22/2024,CO,,735,735,5,2,1/0,"0 Car Garage, None",1965,46,,28410,,125000,1209,R-5,,Thermopane Windows,310,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Shopping/Mall, Walk to Bus Lines",No,No,,02/22/2024,Wall Unit,Baseboard,Oil,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0E483331CAF591C4E0631401100A0FDC/HD_1704633866949_170617657_1.JPEG,170617657,"94  Washington St. , Unit# 10",Norwalk,ACTV,04/01/2024,CO,,675,675,2,0,1/0,"0 Car Garage, Other",1982,48,,120040,,259000,2932,WSDD,,,336,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Library, Medical Facilities, Park, Playground/Tot Lot, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Walk to Water,02/02/2024,Window Unit,Baseboard,Electric,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/123997A1A7A46FBAE063D501100A357A/HD_1708895416654_170626663_1.JPEG,170626663,"222  Boulder Ct. , Unit# 222",Bristol,ACTV,02/25/2024,CO,,1880,1880,5,3,2/1,"2 Car Garage, Attached Garage, Paved",2023,43,Guest Parking,0,,419900,0,OSD,,Ridge Vents,310,Yes,Monthly,No,Bristol Central,South Side,"Basketball Court, Golf Course, Health Club, Medical Facilities, Park, Playground/Tot Lot, Public Pool, Shopping/Mall",No,No,Not Applicable,,Central Air,Hot Air,Propane,,"Deck, Gutters, Lighting, Sidewalk, Underground Utilities",,,,
https://smartmls-assets.cdn-connectmls.com/pics/1276E910BD3675D8E0631401100AB01E/HD_1709156480897_028.JPEG,170625856,"109  Forest St. , Unit# 2",New Canaan,ACTV - UA,04/07/2024,CO,,1986,1986,5,3,2/1,"1 Car Garage, 2 Total Spaces, Attached Garage, Driveway",1983,39,,469140,,1195000,8886,600,,,552,Yes,Monthly,No,New Canaan,South,"Health Club, Library, Medical Facilities, Park",No,No,,,Central Air,"Heat Pump, Hot Air",Electric,,"Terrace, Garden Area",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/124C8DCCE71D27FAE063D501100AC94F/HD_1708967475365_170626138_1.JPEG,170626138,"1  Strawberry Hill Ct. , Unit# 5C",Stamford,ACTV,02/28/2024,CO,,1356,1356,4,2,2/0,"1 Car Garage, 1 Total Spaces, Attached Garage, Parking Garage, Assigned Parking",1969,41,Elevator,214510,,399000,5414,R5,,,896,Yes,Monthly,No,Westhill,Stillmeadow,"Commuter Bus, Health Club, Library, Medical Facilities, Park, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,,,Wall Unit,"Hot Water, Zoned",Natural Gas,,Balcony,Cloonan,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FDE3BB9C9CD0F27E0631401100AFE25/HD_1706298060638_170621197_1.JPEG,170621197,"160  Park St. , Unit# 204",New Canaan,ACTV,01/26/2024,CO,,2217,2217,6,3,3/1,"2 Car Garage, Parking Garage, Assigned Parking, Security",2020,73,"Club House, Elevator, Exercise Room/Health Club, Guest Parking, Playground/Tot Lot",1443960,,2975000,27349,APT,,"Programmable Thermostat, Thermopane Windows",1947,Yes,Monthly,No,New Canaan,South,"Library, Paddle Tennis, Park, Public Pool, Public Rec Facilities, Public Transportation, Tennis Courts",No,No,Not Applicable,,"Central Air, Zoned","Gas on Gas, Zoned",Natural Gas,,"Balcony, French Doors, Garden Area, Grill, Lighting, Sidewalk, Terrace",Saxe Middle,,,
https://smartmls-assets.cdn-connectmls.com/pics/11D2CBB218908664E063D501100AB9CE/HD_1708458079853_170625674_1.JPEG,170625674,16  Hillcrest Dr.,Woodbridge,ACTV,03/09/2024,CO,,2486,2486,7,3,2/1,"2 Car Garage, Attached Garage",2024,48,"Club House, Exercise Room/Health Club, Guest Parking, Pool",0,,724000,0,DEV1,,Energy Star Rated,447,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Basketball Court, Health Club, Paddle Tennis",No,No,Not Applicable,03/09/2024,Central Air,Hot Air,Natural Gas,Per Board of Ed,Patio,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/14CA8D27101F609FE063D501100A4CCC/HD_1711716162322_1_web_or_mls_76_buttonwood_rd.JPEG,170621069,"76  Buttonwood Rd. , Unit# 76",Hebron,UC,04/09/2024,CO,,2168,2168,8,2,2/0,"2 Car Garage, Attached Garage",2006,4,Club House,190400,,384900,6319,R-1,,,492,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Golf Course, Lake, Library, Medical Facilities, Park, Stables/Riding",No,No,Not Applicable,,"Ceiling Fans, Central Air","Gas on Gas, Hot Air",Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/1596006F2E5CA0A7E063D501100AC314/HD_1712582348890_IMG_4096.JPEG,170623841,"100  Wolfpit Ave. , Unit# 24",Norwalk,ACTV,04/09/2024,CO,,1536,1024,5,2,2/1,"0 Car Garage, 1 Total Spaces, None, Parking Lot",1982,39,"Playground/Tot Lot, Pool",182620,,425000,4559,B,,,386,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,Playground/Tot Lot,Yes,No,Not Applicable,04/09/2024,Central Air,Heat Pump,Electric,,Balcony,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/11C2AC2E1204B397E063D501100A557D/HD_1708385524413_170621396_1.JPEG,170621396,"27  Charter Oak Pl. , Unit# D",Hartford,ACTV - UA,04/06/2024,CO,,1340,1340,7,2,1/1,"0 Car Garage, 2 Total Spaces, Driveway, Paved, Parking Lot",1920,50,,62990,,179900,4343,N1-4,,,530,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,02/19/2024,Window Unit,Baseboard,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/10564BF172214DECE063D501100AE9CE/HD_1706821167407_170617121_1.JPEG,170617121,"14  Strathmore Ln. , Unit# 14",Norwalk,ACTV,04/01/2024,CO,,1440,1440,4,2,2/1,"0 Car Garage, 2 Total Spaces, Paved, Unassigned Parking",1980,67,Pool,275240,,470000,6872,B,,Programmable Thermostat,470,Yes,Monthly,No,Norwalk,Naramake,"Commuter Bus, Medical Facilities, Public Pool",Yes,No,Beach Rights,04/01/2024,Central Air,Heat Pump,Electric,,Patio,Nathan Hale,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/0DBA1EBA47EE6605E0631401100AB75D/HD_1703983335809_170616419_1.JPEG,170616419,"102  Oak Ridge Dr. , Unit# 41",New Haven,ACTV,02/19/2024,CO,,720,720,4,2,1/0,"0 Car Garage, 1 Total Spaces, Off Street Parking",1952,100,None,44100,,139000,1641,RS2,,,300,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,Not Applicable,,None,"Baseboard, Hot Water",Natural Gas,,,Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/1363C10B49BC8136E063D501100A0B98/HD_1710170591432_817_Grand_Ave_Unit_203___13.JPEG,24002092,"817  Grand Ave. , Unit# 203",New Haven,ACTV,03/12/2024,CO,,1344,1344,3,2,1/0,"0 Car Garage, 1 Total Spaces, None, Off Street Parking, Parking Lot",1880,28,,197610,,425000,7351,BA,,,599,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,Central Air,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/116CE2A308974612E063D501100A397C/HD_1708023632982_170615936_1.JPEG,170615936,"19  Church St. W., Unit# 3",Greenwich,ACTV,01/01/2024,CO,,1178,1178,5,3,2/0,"0 Car Garage, 0 Total Spaces, None",1909,98,,313530,,465000,3648,R-6,,,421,Yes,Monthly,No,Greenwich,New Lebanon,"Library, Public Transportation",No,No,Beach Rights,01/30/2024,Window Unit,Baseboard,Natural Gas,,"Deck, Covered Deck",Western,,,
https://smartmls-assets.cdn-connectmls.com/pics/1527629F8C4DC6BAE0631401100AA217/HD_1712126273476_026_458055_DJI_20240206121411_0021_D_13083874.JPEG,24007773,"100  San Vincenzo Pl. , Unit# APT 49",Norwalk,NEW,04/05/2024,CO,,1090,1090,5,3,1/1,"0 Car Garage, 1 Total Spaces, None, Off Street Parking, Assigned Parking",1992,4,,95760,,176500,2383,I1,,,257,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Public Transportation, Shopping/Mall, Walk to Bus Lines",No,No,Not Applicable,,None,Hot Air,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/10BBD5C9B5A40F7EE063D501100AF747/HD_1707245951246_170620500_1.JPEG,170620500,"40  Hampshire Dr. , Unit# 40",Wolcott,ACTV,04/02/2024,CO,,2432,2432,5,2,2/1,"2 Car Garage, Attached Garage",2006,72,,219080,,400000,6982,R-30,,Thermopane Windows,399,Yes,Monthly,No,Wolcott,Per Board of Ed,"Basketball Court, Golf Course, Library, Medical Facilities, Shopping/Mall, Tennis Courts",No,No,Not Applicable,04/02/2024,Central Air,Hot Air,Oil,,Patio,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0FB865874A7F3BABE0631401100ACE2B/HD_1706133789642_170620086_1.JPEG,170620086,"215  Beach St. , Unit# 3C",West Haven,ACTV,04/07/2024,CO,,850,850,4,1,1/0,"0 Car Garage, 1 Total Spaces, None, Paved, Off Street Parking, Assigned Parking",1983,77,,88130,,275000,4099,SRR,,,310,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Medical Facilities, Shopping/Mall",No,No,"Walk to Water, View",03/07/2024,Central Air,Hot Air,Gas In Street,Per Board of Ed,"Balcony, Lighting",Per Board of Ed,,,
https://smartmls-assets.cdn-connectmls.com/pics/150D9499284F2353E0631401100A6739/HD_1712000926746_sorrel_1.JPEG,24007321,"10  Sorrel Rd. , Unit# 10",Waterbury,NEW,04/01/2024,CO,,1094,1094,6,2,2/0,"1 Car Garage, 2 Total Spaces, Under House Garage, Paved, Driveway",1995,8,,77420,,190000,4195,RL,,,78,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,,,None,Hot Water,Natural Gas,,,,,,
https://smartmls-assets.cdn-connectmls.com/pics/0EFD954CFC445854E063D501100ADE7D/HD_1705343928651_170617423_1.JPEG,170617423,"2  Lockwood Cir. , Unit# 2",Bethel,ACTV,01/16/2024,CO,,3465,2457,7,3,2/1,"2 Car Garage, Attached Garage, Paved",2013,83,,431550,,799900,12269,PRD,"Accessible Bath, Bath Grab Bars",,415,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,Yes,No,Not Applicable,,Central Air,Hot Air,Natural Gas,,"Awnings, Deck, Grill, Gutters, Lighting, Sidewalk, Stone Wall, Underground Utilities",,,,
https://smartmls-assets.cdn-connectmls.com/pics/14D8CA4DA6EEBCFFE063D501100A384E/HD_1711810054042__DSC3127.JPEG,170617933,"22  Radio Pl. , Unit# 7",Stamford,ACTV,04/04/2024,CO,,1200,1200,5,2,1/1,"0 Car Garage, 2 Total Spaces, None, Paved, Unassigned Parking",1981,10,Guest Parking,199530,,325000,4960,R5,,,430.89,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,Public Transportation,No,No,,04/04/2024,Wall Unit,Baseboard,Electric,,Deck,,,,
https://smartmls-assets.cdn-connectmls.com/pics/111118966A867723E063D501100ADC21/HD_1707682548419_170623952_1.JPEG,170623952,"197  Towne House Rd. , Unit# 197",Hamden,ACTV,02/11/2024,CO,,674,674,4,2,1/0,"0 Car Garage, Off Street Parking, Assigned Parking",1982,57,"Club House, Pool",48720,,199990,2747,R5,,,121,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,"Lake, Library, Medical Facilities, Park, Public Transportation, Shopping/Mall, Tennis Courts, Walk to Bus Lines",Yes,No,Not Applicable,,Central Air,Heat Pump,Electric,,,,In Ground Pool,,
https://smartmls-assets.cdn-connectmls.com/pics/12878DA8B0F7CEA0E063D501100A66E5/HD_1709224875919_IMG_7258.JPEG,170620473,"40  Hoffman Ct. , Unit# A4",Wallingford,ACTV,04/05/2024,CO,,663,663,3,1,1/0,"0 Car Garage, 2 Total Spaces, None, Off Street Parking, Unassigned Parking",1960,40,,46800,,149000,1373,RES,,Thermopane Windows,225,Yes,Monthly,No,Lyman Hall,Evarts C. Stevens,"Golf Course, Health Club, Library, Park, Playground/Tot Lot, Private School(s), Public Transportation, Tennis Courts",No,No,,,Ceiling Fans,Baseboard,Electric,Per Board of Ed,,Hammarskjold,,,
https://smartmls-assets.cdn-connectmls.com/pics/151D8EBEB2A95DE4E0631401100AC35A/HD_1712067632311_FullSizeRender.JPEG,170624771,"184  Gravel St. , Unit# 2",Meriden,ACTV,04/04/2024,CO,,1100,1100,5,2,1/1,"1 Car Garage, Attached Garage",1968,36,,133210,,205000,4634,Residential,,,267.13,Yes,Monthly,No,Francis T. Maloney,Per Board of Ed,,No,No,,04/04/2024,Central Air,Hot Air,Electric,,Deck,,,,
https://smartmls-assets.cdn-connectmls.com/pics/13B5B1BE010D3616E0631401100ACDCE/HD_1710527121580_yale_2.JPEG,24003918,"200  Yale St. , Unit# 19A",Waterbury,ACTV,03/15/2024,CO,,1039,1039,4,2,1/1,"1 Car Garage, 2 Total Spaces, Attached Garage, Other, Unassigned Parking, Driveway",1988,25,,69440,,174900,3763,RS,,,210,Yes,Monthly,No,Wilby,Sprague,,No,No,,,"Wall Unit, Window Unit",Baseboard,Electric,,,North End,,,
https://smartmls-assets.cdn-connectmls.com/pics/11FF201AB366E26CE0631401100AFAA8/HD_1708650283682_170625534_1.JPEG,170625534,"2  Old Town Hwy. , Unit# 37",East Haven,ACTV,03/01/2024,CO,,1848,1848,5,2,2/1,"1 Car Garage, Detached Garage",1984,39,"Club House, Pool",294490,,585000,9188,RA 2,,Thermopane Windows,659,Yes,Monthly,No,East Haven,Per Board of Ed,,Yes,Yes,"Beach, L. I. Sound Frontage, Walk to Water",,Central Air,Hot Air,Natural Gas,,"Balcony, Deck",,"Heated, In Ground Pool",,
https://smartmls-assets.cdn-connectmls.com/pics/0EAD82BBAB6C0817E0631401100A3937/HD_1704985579977_170618223_1.JPEG,170618223,112  Sims Sts.,Bridgeport,ACTV,03/01/2024,CP,,600,600,3,1,1/0,"1 Car Garage, Off Street Parking, On Street Parking",1917,89,,0,,69900,0,Res,,,382,Yes,Monthly,No,Per Board of Ed,Per Board of Ed,,No,No,"Water Community, Beach, Beach Rights, Walk to Water",01/10/2024,None,Hot Air,Natural Gas,,,,,,
